freq_Hz,h_c_instrument_only,h_c_instrument_plus_confusion
9.91969340e-03,1.19791801e-21,1.19791850e-21
9.97698915e-03,1.20218049e-21,1.20218098e-21
1.00346158e-02,1.20647149e-21,1.20647198e-21
1.00925754e-02,1.21079121e-21,1.21079170e-21
1.01508697e-02,1.21513985e-21,1.21514033e-21
1.02095007e-02,1.21951760e-21,1.21951809e-21
1.02684703e-02,1.22392469e-21,1.22392517e-21
1.03277806e-02,1.22836131e-21,1.22836179e-21
1.03874334e-02,1.23282768e-21,1.23282816e-21
1.04474308e-02,1.23732402e-21,1.23732451e-21
1.05077748e-02,1.24185056e-21,1.24185104e-21
1.05684673e-02,1.24640751e-21,1.24640800e-21
1.06295103e-02,1.25099512e-21,1.25099560e-21
1.06909059e-02,1.25561360e-21,1.25561409e-21
1.07526561e-02,1.26026321e-21,1.26026369e-21
1.08147630e-02,1.26494418e-21,1.26494466e-21
1.08772287e-02,1.26965676e-21,1.26965724e-21
1.09400551e-02,1.27440119e-21,1.27440168e-21
1.10032444e-02,1.27917774e-21,1.27917822e-21
1.10667987e-02,1.28398666e-21,1.28398714e-21
1.11307201e-02,1.28882820e-21,1.28882868e-21
1.11950107e-02,1.29370264e-21,1.29370313e-21
1.12596726e-02,1.29861025e-21,1.29861074e-21
1.13247080e-02,1.30355130e-21,1.30355178e-21
1.13901191e-02,1.30852607e-21,1.30852655e-21
1.14559079e-02,1.31353483e-21,1.31353532e-21
1.15220768e-02,1.31857788e-21,1.31857837e-21
1.15886278e-02,1.32365551e-21,1.32365599e-21
1.16555633e-02,1.32876801e-21,1.32876849e-21
1.17228853e-02,1.33391568e-21,1.33391616e-21
1.17905962e-02,1.33909881e-21,1.33909930e-21
1.18586983e-02,1.34431773e-21,1.34431821e-21
1.19271936e-02,1.34957274e-21,1.34957322e-21
1.19960846e-02,1.35486415e-21,1.35486464e-21
1.20653735e-02,1.36019230e-21,1.36019278e-21
1.21350626e-02,1.36555749e-21,1.36555797e-21
1.22051542e-02,1.37096006e-21,1.37096054e-21
1.22756507e-02,1.37640034e-21,1.37640082e-21
1.23465544e-02,1.38187867e-21,1.38187915e-21
1.24178676e-02,1.38739539e-21,1.38739588e-21
1.24895927e-02,1.39295086e-21,1.39295134e-21
1.25617320e-02,1.39854541e-21,1.39854589e-21
1.26342881e-02,1.40417940e-21,1.40417989e-21
1.27072632e-02,1.40985320e-21,1.40985369e-21
1.27806599e-02,1.41556717e-21,1.41556766e-21
1.28544804e-02,1.42132168e-21,1.42132216e-21
1.29287274e-02,1.42711710e-21,1.42711758e-21
1.30034032e-02,1.43295381e-21,1.43295429e-21
1.30785103e-02,1.43883219e-21,1.43883268e-21
1.31540513e-02,1.44475264e-21,1.44475312e-21
1.32300285e-02,1.45071554e-21,1.45071602e-21
1.33064446e-02,1.45672129e-21,1.45672177e-21
1.33833021e-02,1.46277030e-21,1.46277078e-21
1.34606035e-02,1.46886296e-21,1.46886345e-21
1.35383514e-02,1.47499970e-21,1.47500019e-21
1.36165484e-02,1.48118093e-21,1.48118142e-21
1.36951970e-02,1.48740708e-21,1.48740757e-21
1.37742999e-02,1.49367856e-21,1.49367905e-21
1.38538597e-02,1.49999582e-21,1.49999630e-21
1.39338790e-02,1.50635928e-21,1.50635977e-21
1.40143606e-02,1.51276939e-21,1.51276988e-21
1.40953069e-02,1.51922660e-21,1.51922709e-21
1.41767209e-02,1.52573136e-21,1.52573185e-21
1.42586050e-02,1.53228413e-21,1.53228462e-21
1.43409621e-02,1.53888537e-21,1.53888586e-21
1.44237949e-02,1.54553555e-21,1.54553603e-21
1.45071062e-02,1.55223513e-21,1.55223562e-21
1.45908987e-02,1.55898461e-21,1.55898510e-21
1.46751751e-02,1.56578447e-21,1.56578496e-21
1.47599383e-02,1.57263518e-21,1.57263567e-21
1.48451911e-02,1.57953726e-21,1.57953775e-21
1.49309363e-02,1.58649119e-21,1.58649168e-21
1.50171768e-02,1.59349750e-21,1.59349799e-21
1.51039154e-02,1.60055667e-21,1.60055716e-21
1.51911550e-02,1.60766924e-21,1.60766973e-21
1.52788985e-02,1.61483573e-21,1.61483622e-21
1.53671488e-02,1.62205666e-21,1.62205716e-21
1.54559088e-02,1.62933258e-21,1.62933307e-21
1.55451815e-02,1.63666401e-21,1.63666450e-21
1.56349699e-02,1.64405150e-21,1.64405200e-21
1.57252768e-02,1.65149562e-21,1.65149611e-21
1.58161054e-02,1.65899690e-21,1.65899740e-21
1.59074586e-02,1.66655593e-21,1.66655642e-21
1.59993394e-02,1.67417326e-21,1.67417375e-21
1.60917509e-02,1.68184947e-21,1.68184996e-21
1.61846962e-02,1.68958514e-21,1.68958564e-21
1.62781784e-02,1.69738087e-21,1.69738136e-21
1.63722005e-02,1.70523724e-21,1.70523773e-21
1.64667656e-02,1.71315485e-21,1.71315535e-21
1.65618770e-02,1.72113432e-21,1.72113481e-21
1.66575377e-02,1.72917624e-21,1.72917674e-21
1.67537510e-02,1.73728125e-21,1.73728174e-21
1.68505200e-02,1.74544996e-21,1.74545046e-21
1.69478479e-02,1.75368301e-21,1.75368351e-21
1.70457380e-02,1.76198103e-21,1.76198153e-21
1.71441935e-02,1.77034468e-21,1.77034517e-21
1.72432176e-02,1.77877459e-21,1.77877509e-21
1.73428137e-02,1.78727143e-21,1.78727193e-21
1.74429851e-02,1.79583586e-21,1.79583636e-21
1.75437351e-02,1.80446856e-21,1.80446905e-21
1.76450670e-02,1.81317019e-21,1.81317069e-21
1.77469842e-02,1.82194145e-21,1.82194194e-21
1.78494900e-02,1.83078302e-21,1.83078351e-21
1.79525880e-02,1.83969560e-21,1.83969610e-21
1.80562814e-02,1.84867990e-21,1.84868039e-21
1.81605737e-02,1.85773662e-21,1.85773712e-21
1.82654685e-02,1.86686650e-21,1.86686700e-21
1.83709691e-02,1.87607024e-21,1.87607074e-21
1.84770790e-02,1.88534860e-21,1.88534909e-21
1.85838019e-02,1.89470229e-21,1.89470279e-21
1.86911412e-02,1.90413208e-21,1.90413258e-21
1.87991005e-02,1.91363872e-21,1.91363922e-21
1.89076833e-02,1.92322296e-21,1.92322346e-21
1.90168933e-02,1.93288558e-21,1.93288608e-21
1.91267341e-02,1.94262736e-21,1.94262786e-21
1.92372093e-02,1.95244907e-21,1.95244957e-21
1.93483227e-02,1.96235152e-21,1.96235202e-21
1.94600778e-02,1.97233549e-21,1.97233599e-21
1.95724784e-02,1.98240179e-21,1.98240229e-21
1.96855283e-02,1.99255125e-21,1.99255175e-21
1.97992311e-02,2.00278467e-21,2.00278517e-21
1.99135906e-02,2.01310290e-21,2.01310340e-21
2.00286107e-02,2.02350676e-21,2.02350726e-21
2.01442952e-02,2.03399711e-21,2.03399761e-21
2.02606478e-02,2.04457479e-21,2.04457529e-21
2.03776725e-02,2.05524067e-21,2.05524117e-21
2.04953731e-02,2.06599562e-21,2.06599612e-21
2.06137535e-02,2.07684051e-21,2.07684101e-21
2.07328177e-02,2.08777623e-21,2.08777674e-21
2.08525696e-02,2.09880368e-21,2.09880418e-21
2.09730132e-02,2.10992375e-21,2.10992426e-21
2.10941525e-02,2.12113736e-21,2.12113787e-21
2.12159914e-02,2.13244543e-21,2.13244593e-21
2.13385342e-02,2.14384887e-21,2.14384938e-21
2.14617847e-02,2.15534864e-21,2.15534914e-21
2.15857471e-02,2.16694567e-21,2.16694617e-21
2.17104254e-02,2.17864091e-21,2.17864141e-21
2.18358240e-02,2.19043533e-21,2.19043583e-21
2.19619468e-02,2.20232990e-21,2.20233040e-21
2.20887981e-02,2.21432559e-21,2.21432609e-21
2.22163821e-02,2.22642340e-21,2.22642390e-21
2.23447030e-02,2.23862431e-21,2.23862482e-21
2.24737651e-02,2.25092935e-21,2.25092985e-21
2.26035727e-02,2.26333952e-21,2.26334002e-21
2.27341300e-02,2.27585584e-21,2.27585634e-21
2.28654414e-02,2.28847935e-21,2.28847985e-21
2.29975113e-02,2.30121109e-21,2.30121160e-21
2.31303440e-02,2.31405212e-21,2.31405262e-21
2.32639439e-02,2.32700349e-21,2.32700399e-21
2.33983155e-02,2.34006628e-21,2.34006678e-21
2.35334632e-02,2.35324156e-21,2.35324206e-21
2.36693915e-02,2.36653042e-21,2.36653093e-21
2.38061050e-02,2.37993397e-21,2.37993447e-21
2.39436081e-02,2.39345331e-21,2.39345382e-21
2.40819054e-02,2.40708957e-21,2.40709007e-21
2.42210015e-02,2.42084386e-21,2.42084437e-21
2.43609010e-02,2.43471734e-21,2.43471784e-21
2.45016086e-02,2.44871114e-21,2.44871164e-21
2.46431289e-02,2.46282642e-21,2.46282693e-21
2.47854666e-02,2.47706436e-21,2.47706487e-21
2.49286264e-02,2.49142614e-21,2.49142664e-21
2.50726131e-02,2.50591294e-21,2.50591344e-21
2.52174315e-02,2.52052596e-21,2.52052646e-21
2.53630864e-02,2.53526641e-21,2.53526691e-21
2.55095825e-02,2.55013552e-21,2.55013602e-21
2.56569249e-02,2.56513451e-21,2.56513501e-21
2.58051182e-02,2.58026462e-21,2.58026512e-21
2.59541675e-02,2.59552711e-21,2.59552762e-21
2.61040777e-02,2.61092325e-21,2.61092375e-21
2.62548538e-02,2.62645430e-21,2.62645480e-21
2.64065008e-02,2.64212155e-21,2.64212205e-21
2.65590237e-02,2.65792630e-21,2.65792680e-21
2.67124275e-02,2.67386985e-21,2.67387035e-21
2.68667174e-02,2.68995353e-21,2.68995403e-21
2.70218985e-02,2.70617866e-21,2.70617916e-21
2.71779759e-02,2.72254658e-21,2.72254708e-21
2.73349547e-02,2.73905865e-21,2.73905915e-21
2.74928403e-02,2.75571623e-21,2.75571673e-21
2.76516379e-02,2.77252070e-21,2.77252120e-21
2.78113526e-02,2.78947344e-21,2.78947394e-21
2.79719898e-02,2.80657585e-21,2.80657635e-21
2.81335549e-02,2.82382936e-21,2.82382985e-21
2.82960532e-02,2.84123536e-21,2.84123586e-21
2.84594900e-02,2.85879532e-21,2.85879582e-21
2.86238709e-02,2.87651066e-21,2.87651116e-21
2.87892012e-02,2.89438286e-21,2.89438336e-21
2.89554864e-02,2.91241338e-21,2.91241388e-21
2.91227322e-02,2.93060371e-21,2.93060421e-21
2.92909439e-02,2.94895535e-21,2.94895584e-21
2.94601272e-02,2.96746980e-21,2.96747029e-21
2.96302877e-02,2.98614859e-21,2.98614908e-21
2.98014310e-02,3.00499325e-21,3.00499375e-21
2.99735629e-02,3.02400533e-21,3.02400583e-21
3.01466889e-02,3.04318640e-21,3.04318690e-21
3.03208150e-02,3.06253803e-21,3.06253853e-21
3.04959468e-02,3.08206180e-21,3.08206230e-21
3.06720901e-02,3.10175932e-21,3.10175982e-21
3.08492509e-02,3.12163221e-21,3.12163270e-21
3.10274349e-02,3.14168208e-21,3.14168257e-21
3.12066481e-02,3.16191058e-21,3.16191108e-21
3.13868964e-02,3.18231938e-21,3.18231987e-21
3.15681859e-02,3.20291013e-21,3.20291062e-21
3.17505224e-02,3.22368452e-21,3.22368501e-21
3.19339121e-02,3.24464425e-21,3.24464474e-21
3.21183611e-02,3.26579103e-21,3.26579152e-21
3.23038755e-02,3.28712658e-21,3.28712708e-21
3.24904613e-02,3.30865266e-21,3.30865315e-21
3.26781249e-02,3.33037100e-21,3.33037149e-21
3.28668724e-02,3.35228339e-21,3.35228388e-21
3.30567102e-02,3.37439160e-21,3.37439209e-21
3.32476444e-02,3.39669745e-21,3.39669794e-21
3.34396814e-02,3.41920273e-21,3.41920322e-21
3.36328276e-02,3.44190928e-21,3.44190977e-21
3.38270895e-02,3.46481895e-21,3.46481944e-21
3.40224734e-02,3.48793359e-21,3.48793408e-21
3.42189858e-02,3.51125509e-21,3.51125557e-21
3.44166333e-02,3.53478533e-21,3.53478581e-21
3.46154223e-02,3.55852622e-21,3.55852670e-21
3.48153596e-02,3.58247968e-21,3.58248017e-21
3.50164517e-02,3.60664766e-21,3.60664814e-21
3.52187053e-02,3.63103211e-21,3.63103259e-21
3.54221271e-02,3.65563499e-21,3.65563548e-21
3.56267239e-02,3.68045831e-21,3.68045879e-21
3.58325024e-02,3.70550406e-21,3.70550454e-21
3.60394695e-02,3.73077426e-21,3.73077475e-21
3.62476320e-02,3.75627096e-21,3.75627145e-21
3.64569968e-02,3.78199621e-21,3.78199669e-21
3.66675710e-02,3.80795208e-21,3.80795256e-21
3.68793614e-02,3.83414066e-21,3.83414114e-21
3.70923750e-02,3.86056406e-21,3.86056454e-21
3.73066191e-02,3.88722440e-21,3.88722488e-21
3.75221006e-02,3.91412382e-21,3.91412430e-21
3.77388267e-02,3.94126449e-21,3.94126497e-21
3.79568047e-02,3.96864859e-21,3.96864906e-21
3.81760416e-02,3.99627830e-21,3.99627878e-21
3.83965449e-02,4.02415585e-21,4.02415633e-21
3.86183218e-02,4.05228347e-21,4.05228394e-21
3.88413796e-02,4.08066340e-21,4.08066388e-21
3.90657258e-02,4.10929793e-21,4.10929841e-21
3.92913679e-02,4.13818934e-21,4.13818981e-21
3.95183132e-02,4.16733993e-21,4.16734041e-21
3.97465694e-02,4.19675205e-21,4.19675252e-21
3.99761440e-02,4.22642802e-21,4.22642850e-21
4.02070445e-02,4.25637023e-21,4.25637070e-21
4.04392788e-02,4.28658105e-21,4.28658153e-21
4.06728544e-02,4.31706290e-21,4.31706337e-21
4.09077792e-02,4.34781820e-21,4.34781867e-21
4.11440608e-02,4.37884940e-21,4.37884987e-21
4.13817073e-02,4.41015896e-21,4.41015943e-21
4.16207263e-02,4.44174937e-21,4.44174984e-21
4.18611259e-02,4.47362315e-21,4.47362362e-21
4.21029141e-02,4.50578282e-21,4.50578328e-21
4.23460988e-02,4.53823093e-21,4.53823139e-21
4.25906882e-02,4.57097005e-21,4.57097052e-21
4.28366902e-02,4.60400278e-21,4.60400325e-21
4.30841132e-02,4.63733174e-21,4.63733221e-21
4.33329653e-02,4.67095956e-21,4.67096002e-21
4.35832548e-02,4.70488890e-21,4.70488936e-21
4.38349899e-02,4.73912244e-21,4.73912290e-21
4.40881790e-02,4.77366289e-21,4.77366335e-21
4.43428305e-02,4.80851297e-21,4.80851343e-21
4.45989529e-02,4.84367544e-21,4.84367590e-21
4.48565546e-02,4.87915306e-21,4.87915352e-21
4.51156443e-02,4.91494863e-21,4.91494909e-21
4.53762304e-02,4.95106498e-21,4.95106544e-21
4.56383216e-02,4.98750494e-21,4.98750540e-21
4.59019267e-02,5.02427138e-21,5.02427184e-21
4.61670544e-02,5.06136720e-21,5.06136765e-21
4.64337134e-02,5.09879530e-21,5.09879576e-21
4.67019127e-02,5.13655863e-21,5.13655909e-21
4.69716610e-02,5.17466015e-21,5.17466061e-21
4.72429674e-02,5.21310286e-21,5.21310331e-21
4.75158409e-02,5.25188976e-21,5.25189021e-21
4.77902904e-02,5.29102390e-21,5.29102435e-21
4.80663252e-02,5.33050834e-21,5.33050879e-21
4.83439543e-02,5.37034618e-21,5.37034663e-21
4.86231871e-02,5.41054052e-21,5.41054097e-21
4.89040326e-02,5.45109452e-21,5.45109497e-21
4.91865003e-02,5.49201135e-21,5.49201180e-21
4.94705995e-02,5.53329420e-21,5.53329464e-21
4.97563397e-02,5.57494629e-21,5.57494674e-21
5.00437303e-02,5.61697088e-21,5.61697133e-21
5.03327808e-02,5.65937125e-21,5.65937169e-21
5.06235009e-02,5.70215069e-21,5.70215114e-21
5.09159002e-02,5.74531255e-21,5.74531300e-21
5.12099884e-02,5.78886019e-21,5.78886064e-21
5.15057752e-02,5.83279700e-21,5.83279744e-21
5.18032705e-02,5.87712640e-21,5.87712684e-21
5.21024840e-02,5.92185183e-21,5.92185227e-21
5.24034259e-02,5.96697678e-21,5.96697722e-21
5.27061059e-02,6.01250474e-21,6.01250518e-21
5.30105342e-02,6.05843926e-21,6.05843970e-21
5.33167209e-02,6.10478391e-21,6.10478435e-21
5.36246761e-02,6.15154227e-21,6.15154271e-21
5.39344101e-02,6.19871799e-21,6.19871842e-21
5.42459330e-02,6.24631470e-21,6.24631514e-21
5.45592553e-02,6.29433611e-21,6.29433655e-21
5.48743874e-02,6.34278594e-21,6.34278637e-21
5.51913396e-02,6.39166793e-21,6.39166836e-21
5.55101225e-02,6.44098586e-21,6.44098629e-21
5.58307468e-02,6.49074357e-21,6.49074400e-21
5.61532229e-02,6.54094488e-21,6.54094531e-21
5.64775616e-02,6.59159369e-21,6.59159412e-21
5.68037737e-02,6.64269390e-21,6.64269433e-21
5.71318700e-02,6.69424947e-21,6.69424990e-21
5.74618613e-02,6.74626438e-21,6.74626480e-21
5.77937587e-02,6.79874263e-21,6.79874306e-21
5.81275731e-02,6.85168828e-21,6.85168870e-21
5.84633156e-02,6.90510541e-21,6.90510583e-21
5.88009973e-02,6.95899814e-21,6.95899856e-21
5.91406295e-02,7.01337062e-21,7.01337104e-21
5.94822234e-02,7.06822704e-21,7.06822746e-21
5.98257903e-02,7.12357162e-21,7.12357204e-21
6.01713416e-02,7.17940862e-21,7.17940904e-21
6.05188888e-02,7.23574234e-21,7.23574276e-21
6.08684435e-02,7.29257712e-21,7.29257753e-21
6.12200171e-02,7.34991731e-21,7.34991773e-21
6.15736214e-02,7.40776733e-21,7.40776775e-21
6.19292682e-02,7.46613163e-21,7.46613204e-21
6.22869691e-02,7.52501468e-21,7.52501509e-21
6.26467361e-02,7.58442101e-21,7.58442142e-21
6.30085811e-02,7.64435517e-21,7.64435558e-21
6.33725161e-02,7.70482177e-21,7.70482218e-21
6.37385532e-02,7.76582543e-21,7.76582585e-21
6.41067045e-02,7.82737085e-21,7.82737126e-21
6.44769822e-02,7.88946274e-21,7.88946314e-21
6.48493986e-02,7.95210584e-21,7.95210625e-21
6.52239661e-02,8.01530497e-21,8.01530538e-21
6.56006971e-02,8.07906496e-21,8.07906537e-21
6.59796040e-02,8.14339070e-21,8.14339110e-21
6.63606995e-02,8.20828709e-21,8.20828750e-21
6.67439962e-02,8.27375912e-21,8.27375952e-21
6.71295068e-02,8.33981179e-21,8.33981219e-21
6.75172441e-02,8.40645014e-21,8.40645054e-21
6.79072210e-02,8.47367927e-21,8.47367967e-21
6.82994503e-02,8.54150432e-21,8.54150472e-21
6.86939452e-02,8.60993047e-21,8.60993087e-21
6.90907186e-02,8.67896294e-21,8.67896334e-21
6.94897838e-02,8.74860700e-21,8.74860740e-21
6.98911540e-02,8.81886798e-21,8.81886838e-21
7.02948424e-02,8.88975123e-21,8.88975162e-21
7.07008626e-02,8.96126215e-21,8.96126255e-21
7.11092279e-02,9.03340621e-21,9.03340660e-21
7.15199519e-02,9.10618890e-21,9.10618929e-21
7.19330482e-02,9.17961577e-21,9.17961616e-21
7.23485306e-02,9.25369241e-21,9.25369280e-21
7.27664127e-02,9.32842447e-21,9.32842486e-21
7.31867086e-02,9.40381764e-21,9.40381803e-21
7.36094320e-02,9.47987766e-21,9.47987805e-21
7.40345971e-02,9.55661033e-21,9.55661071e-21
7.44622179e-02,9.63402147e-21,9.63402186e-21
7.48923087e-02,9.71211698e-21,9.71211737e-21
7.53248836e-02,9.79090281e-21,9.79090319e-21
7.57599571e-02,9.87038493e-21,9.87038532e-21
7.61975435e-02,9.95056940e-21,9.95056979e-21
7.66376574e-02,1.00314623e-20,1.00314627e-20
7.70803134e-02,1.01130698e-20,1.01130702e-20
7.75255261e-02,1.01953981e-20,1.01953985e-20
7.79733104e-02,1.02784534e-20,1.02784538e-20
7.84236811e-02,1.03622421e-20,1.03622425e-20
7.88766531e-02,1.04467705e-20,1.04467709e-20
7.93322414e-02,1.05320451e-20,1.05320454e-20
7.97904612e-02,1.06180722e-20,1.06180726e-20
8.02513277e-02,1.07048585e-20,1.07048588e-20
8.07148561e-02,1.07924104e-20,1.07924108e-20
8.11810618e-02,1.08807348e-20,1.08807352e-20
8.16499603e-02,1.09698382e-20,1.09698385e-20
8.21215672e-02,1.10597274e-20,1.10597277e-20
8.25958980e-02,1.11504092e-20,1.11504096e-20
8.30729685e-02,1.12418905e-20,1.12418909e-20
8.35527946e-02,1.13341783e-20,1.13341786e-20
8.40353922e-02,1.14272794e-20,1.14272798e-20
8.45207772e-02,1.15212011e-20,1.15212014e-20
8.50089657e-02,1.16159503e-20,1.16159507e-20
8.54999741e-02,1.17115343e-20,1.17115347e-20
8.59938184e-02,1.18079603e-20,1.18079606e-20
8.64905152e-02,1.19052356e-20,1.19052359e-20
8.69900809e-02,1.20033675e-20,1.20033679e-20
8.74925321e-02,1.21023635e-20,1.21023639e-20
8.79978854e-02,1.22022311e-20,1.22022315e-20
8.85061576e-02,1.23029779e-20,1.23029782e-20
8.90173656e-02,1.24046113e-20,1.24046117e-20
8.95315262e-02,1.25071392e-20,1.25071396e-20
9.00486567e-02,1.26105693e-20,1.26105697e-20
9.05687741e-02,1.27149094e-20,1.27149098e-20
9.10918956e-02,1.28201674e-20,1.28201677e-20
9.16180387e-02,1.29263512e-20,1.29263516e-20
9.21472208e-02,1.30334689e-20,1.30334692e-20
9.26794594e-02,1.31415285e-20,1.31415289e-20
9.32147722e-02,1.32505383e-20,1.32505386e-20
9.37531769e-02,1.33605064e-20,1.33605067e-20
9.42946914e-02,1.34714412e-20,1.34714415e-20
9.48393337e-02,1.35833509e-20,1.35833513e-20
9.53871219e-02,1.36962442e-20,1.36962446e-20
9.59380740e-02,1.38101295e-20,1.38101298e-20
9.64922084e-02,1.39250154e-20,1.39250157e-20
9.70495435e-02,1.40409105e-20,1.40409108e-20
9.76100977e-02,1.41578236e-20,1.41578240e-20
9.81738896e-02,1.42757636e-20,1.42757639e-20
9.87409380e-02,1.43947393e-20,1.43947396e-20
9.93112617e-02,1.45147596e-20,1.45147600e-20
